"time","electro_Mechanical_Model.angleSensor.phi","electro_Mechanical_Model.inertia.w","electro_Mechanical_Model.resistor.i","thermal_model.MainBody.T","thermal_model.Panel1.T","thermal_model.Radiator1.T"
36.622897004513746,-0.630831465766893,5.320745779020809e-4,0.007162103184906342,294.1526603851853,322.35708969063086,289.2593737751352
36.63315551908084,-0.6308117290007442,5.367552685288415e-4,0.006938660081688382,294.1526837870226,322.3571096283492,289.259254230569
36.64341403364792,-0.6307918222428871,5.412806928253112e-4,0.006691329328434757,294.15270641392146,322.3571289636203,289.25913273800165
36.65367254821502,-0.6307717512285307,5.456499041608694e-4,0.006418277916143503,294.15272826279573,322.3571476935952,289.2590093355612
36.663931062782105,-0.6307515217148542,5.498632387959178e-4,0.0061952482811731945,294.152749330771,322.357165815591,289.25888406201244
36.6741895773492,-0.630731139479608,5.539214267278e-4,0.006049011587289285,294.1527696151846,322.35718332709115,289.25875695666497
36.68444809191629,-0.6307106103193432,5.578212558777219e-4,0.005774140558695479,294.152789113585,322.35720022574566,289.25862805835493
36.69470660648338,-0.6306899400481065,5.615628315254422e-4,0.005487731437938531,294.1528078237324,322.3572165093705,289.25849740661675
36.70496512105047,-0.6306691344957488,5.65146901421248e-4,0.0052841175979632775,294.15282574359816,322.3572321759481,289.25836504152306
36.71522363561756,-0.6306481995062353,5.685727257296366e-4,0.005024186773395999,294.1528428713644,322.3572472236275,289.258231003487
36.725482150184654,-0.6306271409361384,5.718394321230564e-4,0.00477511114461593,294.1528592054243,322.35726165072356,289.2580953327646
36.735740664751745,-0.630605964653172,5.749471980825724e-4,0.004573744613181024,294.1528747443817,322.35727545571757,289.2579580701041
36.74599917931883,-0.630584676534576,5.778961571629576e-4,0.0043207195858142745,294.15288948704983,322.35728863725643,289.25781925684373
36.75625769388593,-0.6305632824655542,5.806851587360078e-4,0.0040483758655430364,294.15290343245215,322.3573011941528,289.2576789341341
36.76651620845301,-0.6305417883378026,5.833144358899325e-4,0.0038542324894131875,294.1529165798207,322.35731312538445,289.25753714332654
36.77677472302011,-0.6305202000479126,5.857847154004764e-4,0.0036137404644678768,294.1529289285965,322.35732443009437,289.25739392648916
36.787033237587195,-0.6304985234956726,5.880947557411895e-4,0.00332761984014434,294.1529404784282,322.35733510759,289.25724932560394
36.79729175215429,-0.6304767645827952,5.902446855593277e-4,0.003126465639708252,294.15295122917166,322.35734515734305,289.2571033826389
36.80755026672138,-0.6304549292114345,5.92235253495672e-4,0.0028741998526831906,294.15296118088986,322.3573545789892,289.2569561401888
36.81780878128847,-0.6304330232824861,5.940659047783e-4,0.002630432038843895,294.1529703338511,322.3573633723269,289.25680764080965
36.828067295855554,-0.6304110526940992,5.957368926015385e-4,0.002395528190316463,294.15297868852923,322.35737153731804,289.25665792722214
36.83832581042265,-0.6303890233401215,5.972484075798958e-4,0.0021537778194238035,294.1529862456019,322.3573790740864,289.25650704236426
36.84858432498974,-0.630366941108689,5.986005501893917e-4,0.0019140833410975315,294.15299300595007,322.3573859829172,289.256355029309
36.858842839556836,-0.6303448118807535,5.997935724141399e-4,0.001675546790220086,294.15299897065745,322.3573922642569,289.25620193125565
36.86910135412392,-0.6303226415283412,6.008277328708845e-4,0.0014359308919962184,294.15300414100864,322.3573979187118,289.2560477915361
36.87935986869101,-0.6303004359132591,6.01703297174289e-4,0.00119739101323837,294.15300851848866,322.35740294704806,289.2558926536024
36.8896183832581,-0.630278200885584,6.024206289528112e-4,9.609909935731011e-4,294.15301210478185,322.35740735019033,289.2557365609984
36.899876897825195,-0.6302559422823028,6.029801212001802e-4,7.23194991747498e-4,294.15301490177023,322.35741112922136,289.25557955736076
36.910135412392286,-0.6302336659257921,6.033821449106577e-4,4.8557746834932195e-4,294.1530169115334,322.3574142853811,289.2554216864164
36.92039392695938,-0.6302113776223578,6.036271591669029e-4,2.4914260369337897e-4,294.15301813634585,322.35741682006534,289.25526299195303
